area,year,consumption
Vietnam,1988,10.4825789491
Vietnam,1989,10.4619472069
Vietnam,1990,11.0624715829
Vietnam,1991,11.0496749769
Vietnam,1992,10.7185890003
Vietnam,1993,11.3430045214
Vietnam,1994,11.6388505838
Vietnam,1995,12.1999926845
Vietnam,1996,12.87046092
Vietnam,1997,14.0033338752
Vietnam,1998,14.5290029651
Vietnam,1999,14.6186292356
Vietnam,2000,17.7259880527
Vietnam,2001,19.9174611033
Vietnam,2002,21.4462060913
Vietnam,2003,22.4629702885
Vietnam,2004,28.6854309582
Vietnam,2005,29.7708583302
Vietnam,2006,32.2680866847
Vietnam,2007,34.886244078
Vietnam,2008,36.7427158538
Vietnam,2009,42.1170785041
Vietnam,2010,43.7268380704
Vietnam,2011,48.4164735423
Vietnam,2012,52.0078572286
Other Asia Pacific,1965,17.1828141195
Other Asia Pacific,1966,18.5189593077
Other Asia Pacific,1967,20.2337721742
Other Asia Pacific,1968,21.8822611313
Other Asia Pacific,1969,23.3796105054
Other Asia Pacific,1970,24.9327763235
Other Asia Pacific,1971,26.3242353153
Other Asia Pacific,1972,27.5403411642
Other Asia Pacific,1973,28.5673871
Other Asia Pacific,1974,30.3135982327
Other Asia Pacific,1975,30.8446857406
Other Asia Pacific,1976,32.423826738
Other Asia Pacific,1977,34.2510627862
Other Asia Pacific,1978,36.3054202968
Other Asia Pacific,1979,39.0389558609
Other Asia Pacific,1980,42.5293744138
Other Asia Pacific,1981,43.9024671014
Other Asia Pacific,1982,45.4639905629
Other Asia Pacific,1983,47.1092891232
Other Asia Pacific,1984,47.7319149169
Other Asia Pacific,1985,49.9912276092
Other Asia Pacific,1986,50.5070168775
Other Asia Pacific,1987,49.2397109679
Other Asia Pacific,1988,50.1153149476
Other Asia Pacific,1989,49.6174477604
Other Asia Pacific,1990,48.7327483873
Other Asia Pacific,1991,47.5693509654
Other Asia Pacific,1992,43.218404719
Other Asia Pacific,1993,41.9084298913
Other Asia Pacific,1994,40.3904268125
Other Asia Pacific,1995,40.0353270956
Other Asia Pacific,1996,37.6402267996
Other Asia Pacific,1997,36.9488341888
Other Asia Pacific,1998,36.2486287626
Other Asia Pacific,1999,38.4497316346
Other Asia Pacific,2000,41.2121125865
Other Asia Pacific,2001,42.1719527378
Other Asia Pacific,2002,41.0647550334
Other Asia Pacific,2003,42.9456076837
Other Asia Pacific,2004,43.8807573733
Other Asia Pacific,2005,46.4977380734
Other Asia Pacific,2006,49.5850242598
Other Asia Pacific,2007,48.0823246194
Other Asia Pacific,2008,49.6762125833
Other Asia Pacific,2009,50.3217353141
Other Asia Pacific,2010,52.4789089039
Other Asia Pacific,2011,56.0519136635
Other Asia Pacific,2012,56.3100933808
Total Asia Pacific,1965,438.8935371745
Total Asia Pacific,1966,477.6068571272
Total Asia Pacific,1967,501.8981306889
Total Asia Pacific,1968,541.7517468752
Total Asia Pacific,1969,618.0876504707
Total Asia Pacific,1970,707.4861498205
Total Asia Pacific,1971,771.765535968
Total Asia Pacific,1972,817.1350495003
Total Asia Pacific,1973,884.9789667568
Total Asia Pacific,1974,902.4799534678
Total Asia Pacific,1975,936.3899607903
Total Asia Pacific,1976,982.6245128023
Total Asia Pacific,1977,1039.8846117095
Total Asia Pacific,1978,1102.4650498062
Total Asia Pacific,1979,1153.4798908567
Total Asia Pacific,1980,1166.3193735942
Total Asia Pacific,1981,1172.565719093
Total Asia Pacific,1982,1184.1060875466
Total Asia Pacific,1983,1237.7196205595
Total Asia Pacific,1984,1324.1220816032
Total Asia Pacific,1985,1391.7306136007
Total Asia Pacific,1986,1455.6672779935
Total Asia Pacific,1987,1534.2680686531
Total Asia Pacific,1988,1643.6581329748
Total Asia Pacific,1989,1731.4954257307
Total Asia Pacific,1990,1774.2640684913
Total Asia Pacific,1991,1851.6922101664
Total Asia Pacific,1992,1925.953725203
Total Asia Pacific,1993,2020.7850018242
Total Asia Pacific,1994,2132.081483008
Total Asia Pacific,1995,2279.1506182089
Total Asia Pacific,1996,2372.5186578817
Total Asia Pacific,1997,2440.6682773641
Total Asia Pacific,1998,2423.2518958712
Total Asia Pacific,1999,2507.0125687469
Total Asia Pacific,2000,2602.1504928332
Total Asia Pacific,2001,2666.0180841065
Total Asia Pacific,2002,2773.6961626242
Total Asia Pacific,2003,2990.4446508405
Total Asia Pacific,2004,3286.5371117826
Total Asia Pacific,2005,3483.6952530764
Total Asia Pacific,2006,3701.9770683598
Total Asia Pacific,2007,3885.9103910948
Total Asia Pacific,2008,3998.9508481082
Total Asia Pacific,2009,4152.4159142035
Total Asia Pacific,2010,4507.922683238
Total Asia Pacific,2011,4753.1822861557
Total Asia Pacific,2012,4992.2316434456
Total World,1965,3755.0487182647
Total World,1966,3973.1249919705
Total World,1967,4122.7114491209
Total World,1968,4369.4834606539
Total World,1969,4658.4627892313
Total World,1970,4948.6644244219
Total World,1971,5142.9075580527
Total World,1972,5418.6343660899
Total World,1973,5722.4354052047
Total World,1974,5747.3066011041
Total World,1975,5774.3622373975
Total World,1976,6089.9414163697
Total World,1977,6306.9105911595
Total World,1978,6501.3258752406
Total World,1979,6718.7700324535
Total World,1980,6633.7394603128
Total World,1981,6585.9918335316
Total World,1982,6560.8758103192
Total World,1983,6648.5638942105
Total World,1984,6970.1734079177
Total World,1985,7171.6822183581
Total World,1986,7335.3355095082
Total World,1987,7584.877896943
Total World,1988,7865.624589179
Total World,1989,8031.362774137
Total World,1990,8110.064776754
Total World,1991,8151.1790979685
Total World,1992,8196.0852772933
Total World,1993,8251.7300364303
Total World,1994,8356.7079471016
Total World,1995,8573.9297098646
Total World,1996,8813.8908897541
Total World,1997,8909.9049826921
Total World,1998,8957.8201883599
Total World,1999,9105.1266191243
Total World,2000,9339.1510648213
Total World,2001,9418.8380235123
Total World,2002,9597.8290036701
Total World,2003,9933.8063941247
Total World,2004,10409.9091734054
Total World,2005,10707.7310779585
Total World,2006,11005.6222885929
Total World,2007,11287.4613973659
Total World,2008,11438.7255385539
Total World,2009,11309.823796763
Total World,2010,11943.3686833694
Total World,2011,12224.9728795915
Total World,2012,12476.6276227532
of which: OECD,1965,2625.0434613212
of which: OECD,1966,2769.127045395
of which: OECD,1967,2879.1699958814
of which: OECD,1968,3071.9093211673
of which: OECD,1969,3282.0700077913
of which: OECD,1970,3465.0462160066
of which: OECD,1971,3553.5723910404
of which: OECD,1972,3725.3732411468
of which: OECD,1973,3931.5723149052
of which: OECD,1974,3871.8520518219
of which: OECD,1975,3790.3834406892
of which: OECD,1976,3995.0816169242
of which: OECD,1977,4083.9905087432
of which: OECD,1978,4146.5475679741
of which: OECD,1979,4256.3642930933
of which: OECD,1980,4146.8475626393
of which: OECD,1981,4050.2230643882
of which: OECD,1982,3939.6426278356
of which: OECD,1983,3936.8826375459
of which: OECD,1984,4123.1079194798
of which: OECD,1985,4190.8338682049
of which: OECD,1986,4240.4422306295
of which: OECD,1987,4361.563171786
of which: OECD,1988,4508.5206432797
of which: OECD,1989,4598.2777817138
of which: OECD,1990,4631.9419400534
of which: OECD,1991,4673.7782260154
of which: OECD,1992,4725.6061648086
of which: OECD,1993,4796.8397575593
of which: OECD,1994,4886.0748200164
of which: OECD,1995,5007.334295818
of which: OECD,1996,5178.9469561427
of which: OECD,1997,5231.5346048708
of which: OECD,1998,5251.5261769103
of which: OECD,1999,5326.0162889011
of which: OECD,2000,5441.6110096107
of which: OECD,2001,5410.2626162009
of which: OECD,2002,5454.3864623995
of which: OECD,2003,5517.6598095168
of which: OECD,2004,5627.8915082701
of which: OECD,2005,5676.4282792109
of which: OECD,2006,5684.1624132603
of which: OECD,2007,5723.0797932828
of which: OECD,2008,5669.3835440192
of which: OECD,2009,5399.4929369842
of which: OECD,2010,5593.1184963127
of which: OECD,2011,5538.323989787
of which: OECD,2012,5488.8499083114
                 Non-OECD,1965,1130.0052569435
                 Non-OECD,1966,1203.9979465755
                 Non-OECD,1967,1243.5414532395
                 Non-OECD,1968,1297.5741394866
                 Non-OECD,1969,1376.3927814401
                 Non-OECD,1970,1483.6182084154
                 Non-OECD,1971,1589.3351670123
                 Non-OECD,1972,1693.2611249431
                 Non-OECD,1973,1790.8630902995
                 Non-OECD,1974,1875.4545492821
                 Non-OECD,1975,1983.9787967083
                 Non-OECD,1976,2094.8597994455
                 Non-OECD,1977,2222.9200824163
                 Non-OECD,1978,2354.7783072665
                 Non-OECD,1979,2462.4057393602
                 Non-OECD,1980,2486.8918976735
                 Non-OECD,1981,2535.7687691434
                 Non-OECD,1982,2621.2331824836
                 Non-OECD,1983,2711.6812566646
                 Non-OECD,1984,2847.0654884379
                 Non-OECD,1985,2980.8483501532
                 Non-OECD,1986,3094.8932788787
                 Non-OECD,1987,3223.314725157
                 Non-OECD,1988,3357.1039458993
                 Non-OECD,1989,3433.0849924233
                 Non-OECD,1990,3478.1228367006
                 Non-OECD,1991,3477.4008719531
                 Non-OECD,1992,3470.4791124846
                 Non-OECD,1993,3454.8902788711
                 Non-OECD,1994,3470.6331270852
                 Non-OECD,1995,3566.5954140466
                 Non-OECD,1996,3634.9439336114
                 Non-OECD,1997,3678.3703778213
                 Non-OECD,1998,3706.2940114496
                 Non-OECD,1999,3779.1103302233
                 Non-OECD,2000,3897.5400552105
                 Non-OECD,2001,4008.5754073115
                 Non-OECD,2002,4143.4425412707
                 Non-OECD,2003,4416.1465846079
                 Non-OECD,2004,4782.0176651353
                 Non-OECD,2005,5031.3027987476
                 Non-OECD,2006,5321.4598753326
                 Non-OECD,2007,5564.3816040832
                 Non-OECD,2008,5769.3419945348
                 Non-OECD,2009,5910.3308597789
                 Non-OECD,2010,6350.2501870567
                 Non-OECD,2011,6686.6488898045
                 Non-OECD,2012,6987.7777144418
                 European Union ,1965,
                 European Union ,1966,
                 European Union ,1967,
                 European Union ,1968,
                 European Union ,1969,
                 European Union ,1970,
                 European Union ,1971,
                 European Union ,1972,
                 European Union ,1973,
                 European Union ,1974,
                 European Union ,1975,
                 European Union ,1976,
                 European Union ,1977,
                 European Union ,1978,
                 European Union ,1979,
                 European Union ,1980,
                 European Union ,1981,
                 European Union ,1982,
                 European Union ,1983,
                 European Union ,1984,
                 European Union ,1985,
                 European Union ,1986,
                 European Union ,1987,
                 European Union ,1988,
                 European Union ,1989,
                 European Union ,1990,
                 European Union ,1991,
                 European Union ,1992,
                 European Union ,1993,
                 European Union ,1994,
                 European Union ,1995,
                 European Union ,1996,
                 European Union ,1997,
                 European Union ,1998,
                 European Union ,1999,
                 European Union ,2000,
                 European Union ,2001,
                 European Union ,2002,
                 European Union ,2003,
                 European Union ,2004,
                 European Union ,2005,
                 European Union ,2006,
                 European Union ,2007,
                 European Union ,2008,
                 European Union ,2009,
                 European Union ,2010,
                 European Union ,2011,
                 European Union ,2012,
                 Former Soviet Union,1965,620.8299973687
                 Former Soviet Union,1966,660.6976927034
                 Former Soviet Union,1967,691.9412817908
                 Former Soviet Union,1968,713.9787444231
                 Former Soviet Union,1969,734.0099087298
                 Former Soviet Union,1970,769.508902642
                 Former Soviet Union,1971,807.6929555856
                 Former Soviet Union,1972,855.1609550229
                 Former Soviet Union,1973,893.8572943954
                 Former Soviet Union,1974,940.1740006449
                 Former Soviet Union,1975,988.1302074674
                 Former Soviet Union,1976,1033.7560964568
                 Former Soviet Union,1977,1078.5243733173
                 Former Soviet Union,1978,1126.9801987691
                 Former Soviet Union,1979,1155.1407026333
                 Former Soviet Union,1980,1141.2626298837
                 Former Soviet Union,1981,1157.1697641442
                 Former Soviet Union,1982,1187.5187924694
                 Former Soviet Union,1983,1207.7034917817
                 Former Soviet Union,1984,1251.0384869884
                 Former Soviet Union,1985,1310.8076567835
                 Former Soviet Union,1986,1333.8076699997
                 Former Soviet Union,1987,1372.5852372949
                 Former Soviet Union,1988,1396.6050052474
                 Former Soviet Union,1989,1389.4424616604
                 Former Soviet Union,1990,1413.7387703712
                 Former Soviet Union,1991,1367.6205675651
                 Former Soviet Union,1992,1281.7601442663
                 Former Soviet Union,1993,1164.212690819
                 Former Soviet Union,1994,1053.9924369165
                 Former Soviet Union,1995,989.0155773343
                 Former Soviet Union,1996,947.9520795844
                 Former Soviet Union,1997,910.076847132
                 Former Soviet Union,1998,903.2759826827
                 Former Soviet Union,1999,906.9666913691
                 Former Soviet Union,2000,921.2722224908
                 Former Soviet Union,2001,937.5036261631
                 Former Soviet Union,2002,937.7143540885
                 Former Soviet Union,2003,959.7854469286
                 Former Soviet Union,2004,970.3851367041
                 Former Soviet Union,2005,969.8242414352
                 Former Soviet Union,2006,1004.9030357572
                 Former Soviet Union,2007,1015.6120073036
                 Former Soviet Union,2008,1019.6315682129
                 Former Soviet Union,2009,948.3347544452
                 Former Soviet Union,2010,988.4989767369
                 Former Soviet Union,2011,1030.3245993945
                 Former Soviet Union,2012,1029.2987897903
